financial,follow_cnt,followers_cnt,gender,status_cnt,verified_reason
False,27,1548731,m,1053,亚洲/知名/艺人///制作/制作人/作人/J/Y/Park
False,47,4791982,f,251,日本/艺人/泷/泽/萝/拉/TAKEZAWA
False,573,1349980,m,1277,内地/组合/至上/励/合成/成员/马/雪/阳
False,447,3294231,m,1117,被誉为/誉为///东方/的/马可波/马可波罗/波罗////中国/著名/音乐/音乐家///艺术/艺术家/术家
False,725,10355714,m,6900,知名/名主/主持/主持人
False,41,184276,f,64,台/灣/創/作/歌手
False,147,1893701,m,781,台湾/男演员/演员/邱/泽//
False,172,218163,m,2103,台湾/演员/楊/一展///代表/代表作///我们/结婚/吧////光阴/的/故事////大脚/走/天下///等
False,4,102088,m,0,香港/演/員
False,28,3723742,f,422,主持/主持人///演员/倪/萍
False,28,454254,m,211,韩国/国人/人气/男歌手/歌手///作品/有//girl/friend////星///等
False,34,14481779,m,699,韩国/国人/人气/男子/男子组/组合/BigBang/成员/G/DRAGON//权/志/龙//
False,223,264242,m,514,知名/创作/歌手
False,1,5353332,f,135,韩国/国一/一线/女星/朴/敏/英///曾/出演/韩剧///城市/城市猎人/猎人////成/均/馆/绯闻////传说/的/故乡///等
False,26,2414674,f,795,日本/女歌手/歌手/滨崎步
False,62,1062372,m,354,内地/著名/电影///电视/电视剧///小品/演员
False,33,22425,m,394,台湾/知名/名导/导演///作品////家有仙妻/////粉红/红女/女郎/////双响/双响炮/响炮//
False,50,1497139,m,242,电视/电视台/著名/名主/主持/主持人
False,10,14722,m,69,日本/演员/田边/诚/一///代表/代表作///千面/女郎////月/下棋/棋士///等
False,45,314768,f,485,韩国/国人/人气/女子/女子组/组合/miss/A/成员/Min
False,499,149731,m,5357,知名/编剧///导演///作家/韩/赤/飞
False,2,33052,f,327,热播/美/剧///灵/书/妙/探///Castle//女/主/Stana/Katic
False,328,119644,f,2645,香港/香港艺人/艺人///歌手
False,230,712029,m,1825,知名/知名演员/名演员/演员
False,346,113453,m,1313,媒体/人
False,6,178133,f,143,韩国/演员
False,1,40846,m,189,韩国/男演员/演员///曾/主演///车/警官////七级/公务/公务员////加油///金/顺//
False,261,4402387,m,968,歌手/手艺/手艺人/艺人
False,6,68151,m,409,韩国/组合/SS501/成员///并/曾/出演///闪亮/的/她///等/影视/影视作品/视作/作品
False,1378,934840,f,4728,香港/知名/名歌/名歌手/歌手/谢/安/琪
False,49,130487,m,295,台湾/知名/名歌/名歌手/歌手
False,35,120509,f,304,韩国/演员/兼/歌手/裴涩琪
False,13,1995322,m,251,韩国/男演员/演员///曾/出演//My/Girl///甜蜜/的/人生////女人/的/香气///等/大/热/韩剧
False,25,743968,f,1195,韩国/女子/女子组/组合///曾/发行//Lollipop//LONELY///等/多张/专辑
False,5,62282,f,22,韩国/女星///曾/演///五星/大饭店/饭店////千日/的/约定////屋/塔/房/王世子/世子///等
False,7,86166,m,116,韩国/演员/崔/丹尼/丹尼尔/尼尔
False,206,3819554,m,345,香港/知名/知名演员/名演员/演员/黃/秋/生
False,267,2418055,m,637,著名/名主/主持/主持人///朱/军
False,824,3935693,m,3972,中/國/歌手
False,311,262409,m,3505,演员/新/七/小/福
False,101,144782,f,118,TVB/演员
False,404,12999501,f,1,歌手/韩/红
False,124,5656910,m,1037,台湾/知名/摇滚/摇滚乐/摇滚乐团/乐团
False,29,216869,m,567,中韩/组合/TimeZ/官方/微博
False,22,8671485,m,62,演员////黎明/之前///饰演/刘/新/杰
False,12,53919,f,423,韩国/著名/广告/明星/孔/贤/珠///韩剧///你/是/我/的/命运////黄金/新娘///主角
False,62,102424,m,1620,韩国/国人/人气/组合/ZE/A/帝国/之/子
False,5,470742,f,64,韩国/女演员/演员///曾/出演///爱/有/天意////夏日/香气////个人/取向///等/作品
False,15,1312934,m,162,韩国/国乐/乐队/FTISLAND/主唱///演员
False,11,105003,f,437,AKB48/梅/田/彩/佳//
False,56,182777,f,105,知名/知名演员/名演员/演员/归亚蕾///代表/代表作///大明/大明宫/宫词////庭院/深深////三朵/朵花/////喜宴////橘子/红/了///等//
False,453,250243,m,4089,香港/歌手
False,216,21828007,m,957,歌手///演员
False,26,1152730,f,287,韩国/国人/人气/女子/女子组/组合/miss/A/成员/Suzy
False,24,1102968,m,79,韩国/超人/超人气/人气/男子/男子组/组合/2PM/成员/张/祐/荣
False,689,278097,m,1800,UNLEASH//制作/制作人/作人///声乐//
False,299,1389883,m,25,香港/歌手///演/員
False,16,1330198,f,684,美国/流行/流行音乐/音乐/乐歌/歌手///模特///唱片/制作/制作人/作人///流行/流行乐/行乐/之/王/迈克/迈克尔/克尔///杰克/杰克逊/克逊/的/二姐
False,446,42537710,f,6217,演员/李小璐
False,726,847740,m,4728,TVB/知名/艺人
False,443,1997673,f,5102,香港/TVB/著名/艺人/陈敏之
False,383,12193024,f,3200,台湾/时尚/达人///演员
False,338,641314,m,699,台湾/导演/兼/演员///获/第/46/届/金马/金马奖/最佳/导演/导演奖//
False,8,3324779,m,87,台湾/艺人///周渝民
False,5,663499,m,644,好莱坞/影星/约瑟/约瑟夫/瑟夫///高/登///莱维/维特///中文/外号///囧/瑟夫////代表/代表作///和/莎/莫/的/500/天/////盗/梦/空间//
False,258,2576200,f,4240,香港/著名/时尚/blogger/徐濠萦
False,27,3490595,f,140,著名/影星///作家/林青霞
False,598,215998,m,1610,喜剧/喜剧演员/演员///句号
False,1,771086,m,28,好莱坞/知名/知名演员/名演员/演员/Samuel/L/Jackson///复仇/复仇者/仇者/联盟///神/盾/指挥/指挥官/扮演/扮演者
False,25,30914,m,17,演员/张光北
False,5,669186,m,7,导演/汤姆///提/克/威////香水////罗拉/快/跑////云图//
False,28,40444,m,42,国家/国家一级/一级/演员///国家/国家级/非/物质/文化/文化遗产/遗产/传承/人///被誉为/誉为///内蒙/内蒙古/蒙古/第一/笑星///内蒙/内蒙古/蒙古/二人/台/艺术/艺术团/团团/团团长/团长
False,51,529281,m,11,台湾/屏风/表演/班/艺术/艺术总监/总监///剧作/剧作家/作家///导演///演员
False,344,1021320,f,0,香港/演员/及/主持/主持人
False,107,99964,f,286,中央/中央电视台/电视/电视台///中华/中华情///栏目/制片/制片人/兼/总导演/导演////秋/晚///总导演/导演/郭/霁/红
False,96,71023,f,1869,台/灣/知名/新/聞/主/播/張/雅/琴
False,419,170752,f,2479,电视/电视台/主持/主持人
False,594,45158,f,2003,常州/广播/广播电视/电视/电视台/主持/主持人
False,877,127925,f,0,电视/电视台/主持/主持人
False,40,132832,m,369,喜剧/表演/表演艺术/表演艺术家/演艺/艺术/艺术家/术家
False,4,139235,f,3,著名/著名演员/名演员/演员/斯琴高娃
False,7,4161986,m,0,/1
False,193,42354,m,366,知名/音乐/音乐人/三宝
False,562,11663518,m,2806,歌手///演员
False,321,2043120,m,931,//至上/励/合///成员/湖南/湖南卫视/卫视///天天/天天向上/向上///主持/主持人/金/恩/圣
False,531,4065034,f,1675,演员///在/谍/战/剧///潜伏///中/饰演/左/蓝
False,472,1240555,m,1642,香港/香港艺人/艺人/关/智/斌
False,378,20388555,f,4628,香港/明星//twins/组合/阿/sa
False,441,803107,f,6003,台湾/艺人///前/美少女/少女/组合/4/in/love//成员/之一
False,99,75052,m,400,香港/导演///演员/姜大卫/大卫
False,171,454129,f,1540,歌手
False,65,40964,m,59,李修贤///中国/中国香港/香港/影视/演员///导演///编剧///制片/制片人//
False,372,487768,m,1939,台湾/演员///歌手
False,34,126672,f,523,台湾/知名/名歌/名歌手/歌手
False,1984,42828,m,255,台湾/知名/知名演员/名演员/演员///主持/主持人/董/至/成
False,5,714370,m,27,香港/演员///刘青云/青云
False,31,9173,m,266,达明一派/一派////刘以达///黄耀明//
False,172,455336,m,759,台湾/知名/艺人///主持/主持人/小/钟
False,8,49983,m,4,香港/演员///擅/演/反派/角色////代表/代表作///监狱/风云/////古惑/古惑仔///系列////无间/无间道/II//等
False,3,128169,m,0,台湾/知名/名主/主持/主持人///演员
False,33,25724,f,438,韩国/国人/人气/女子/女子组/组合/Rainbow
False,24,185530,m,67,韩国/六/人/男子/男子组/组合/Beast//主要/作品/有//Shock///Mystery//等
False,5,378869,m,170,韩国/男子/男子组/组合/SHINee/成员//KEY
False,48,147604,f,205,韩国/国人/人气/组合/Wonder/Girls/成员/惠/林///作品/有//Nobody//等
False,21,222293,m,35,韩国/ZE/A/组合//Siwan//任/时/完
False,38,34781,f,81,日本/歌/后/Misia///米/希/亞//
False,21,122688,f,37,韩国/女子/女子组/组合///专辑/有//HOT/ISSUE//4MINUTES/LEFT//等
False,17,97615,f,417,韩国/国人/人气/女子/女子组/组合/KARA
False,12,21767,f,311,韩国/BABYVOX3/代//RANIA/组合/泰国/泰国队/队员
False,264,17034,m,52,韩国/演员///代表/代表作///那小子/小子/真/帅////这/该死/的/爱///
False,31,1758266,m,213,韩国/超人/超人气/人气/男子/男子组/组合/2PM/成员/黄/灿/盛
False,22,824563,m,194,韩国/超人/超人气/人气/男子/男子组/组合/2PM/成员/玉/泽/演
False,0,320064,m,17,韩国/演员/俞/承/豪
False,2,46874,f,10,韩国/女演员/演员///曾/出演/韩/版///花样/男子////恋爱/操作/团///等/作品
False,10,577106,m,38,韩国/国人/人气/男子/男子组/组合/Super/Junior/成员/银/赫
False,11,221724,m,6,韩国/男演员/演员///曾/出演///大/长/今////百万/新娘////同/伊///等/作品
False,5,294539,f,99,韩国/女子/女子组/组合/Girl/s/Day
False,38,3808,f,3,日本/知名/名歌/名歌手/歌手
False,18,30104,f,41,韩国/女星/朴/韩/星///作品/包括///女/高/怪谈////笔/仙/II//等
False,16,23754,m,134,韩国/演员/全/泰/秀///代表/代表作///成/均/馆/绯闻////王/和/我///等
False,9,16607,m,150,日本///国民/民乐/乐队//GLAY/主唱
False,11,91551,f,494,AKB48/成员/增/田/有/华
False,14,108566,f,153,AKB48/成员/篠/田/麻/里子
False,8,6172,f,128,日本/歌手/玉/置/成/实///个人/个人专辑/专辑//Greeting/
False,4,126574,f,360,日本/女星///演员/////希/志/爱/野
False,3,8045,f,1,韩国/女子/女子组/组合/After/School/成员/嘉熙
False,2,34369,f,32,韩国/女子/女子组/组合///曾/发//Secret/Time//Madonna//等/多张/专辑
False,14,163965,f,26,AKB48/成员/渡边/麻/友
False,0,3211,f,53,日本/创作/型/歌手/Jasmine//代表/表单/单曲//sad/to/say///专辑//GOLD/
False,4,14101,f,189,日本/happiness/组合
False,29,73436,f,20,日本/女星///人气/组合///惠/比/寿/麝香/葡萄///成员
False,21,90881,f,16,韩国/国人/人气/组合/Wonder/Girls/成员/婑/斌///作品/有//Nobody//等
False,0,3209,m,30,日本/知名/知名演员/名演员/演员///平/田/裕/一/郎
False,6,5357,f,16,韩国/女演员/演员///作品/有/韩剧///善/德/女王////千次/的/吻///韩片///追击/者///等
False,23,9359,m,86,韓/國/知名/名歌/名歌手/歌手
False,0,15581,m,2,韩国/男演员/演员///曾/出演///浪漫/满屋////玻璃/玻璃花////坏/爱情///等/剧
False,1,20091,f,1,韩国/女演员/演员///曾/主演///王/的/男人////老千////妻子/回来/了///等
False,21,95491,f,6,韩国/国人/人气/组合/Wonder/Girls/成员/先/艺///作品/有//Nobody//等
False,2,21446,f,8,韩/星/徐/仁/英///原人/人气/组合/Jewelry/成员
False,9,2924671,f,1234,加拿/加拿大/摇滚/摇滚歌手/歌手/艾/薇/儿
False,132,21710,f,194,意大利/大利/女演员/演员/玛莉亚///嘉/西亚///古/欣/娜塔///代表/代表作///邮差////黑日危机/危机///等
False,0,33547,m,4290,英国/原创/流行/流行歌/歌手/Matt/Woods
False,17,3518,m,26,洛杉矶/知名/DJ/Jeff/Konecny
False,1,7759,f,1626,美国/国歌/歌手///作曲/作曲家///舞蹈/舞蹈家///演员///电视/人
False,1,213312,m,520,全/英音/音乐/音乐奖/获得/获得者///英国/R/B/流行/流行歌/歌手/TaioCruz
False,10,49784,m,76,英国/摇滚/摇滚乐/乐队/Exile/Parade//官方/微博
False,9,6914,m,2,好莱坞/知名/影星///代表/代表作///敢死/敢死队/////再造/战士///重生///等
False,12,75066,m,148,好莱坞/谐星///演员///代表/代表作///惊声/声尖叫/尖叫///系列
False,29,2961,m,72,洛杉矶/电台/音乐/音乐节/音乐节目/节目/节目主持/主持/主持人/JoJo/Wright
False,39,3077,m,734,美国/科罗/科罗拉多/科罗拉多州/罗拉/拉多/州/丹佛/电子/摇滚/摇滚音乐/音乐/二重/二重奏/重奏/Breathe/Carolina/官方/微博
False,1,4896,m,1162,美国/说唱/唱歌/歌手///歌曲/作家///唱片/制作/制作人/作人///演员
False,10,5626,f,34,荷兰/爵士/天/后///金牌/大风/旗下/艺人/罗拉/费/琪//Laura/Fygi/
False,15,10536,m,157,好莱坞/演员///代表/代表作///死神/来/了//
False,3,65966,m,62,西城/男孩/组合//Westlife//成员/Nicky/Byrne
False,1,26632,m,23,英国/男子/子音/音乐/组合/Blue
False,8,5354,m,3,美国/说唱/唱歌/歌手/2/Chainz
False,10,4185,m,5,洛杉矶/知名/DJ/Politik
False,2,11891,m,5,澳大利/澳大利亚/大利/利亚/童星/歌手/Jordan/Jansen
False,4,15945,m,0,英国/男星/詹姆斯///菲尔/浦斯////哈利///波特///系列/电影/饰演/韦/斯/莱/家/双胞/双胞胎/胞胎/中/的/弗雷/弗雷德/雷德
False,24,314691,m,63,导演/赵宝刚
False,6,911447,f,18,导演/拉/娜///沃/卓/斯/基////黑客/黑客帝国/帝国////V/字/仇杀/队/////云图//
False,18,41577,m,10,美国/导演/道格///里/曼
False,58,73406,m,172,香港/知名/名导/导演///获/金马/金马奖/最佳/导演/导演奖
False,10,54885,m,27,导演
False,756,951121,m,25975,华东/华东师范/华东师范大学/师范/师范大学/大学/中国/现代/现代文/现代文学/文学/资料/与/研究/中心/主任///中文/中文系/研究/研究员///博士/博士生/导师/陈子善
False,154,2139175,m,30275,作家/洪峰///代表/代表作///瀚海/////离乡///等///微博/签约/自媒体/媒体
False,300,300458,f,12512,//当/你/途经/我/的/盛放/////喃喃///作者
False,305,132828,f,12056,儿童/儿童文学/文学/作家/郁/雨/君
False,145,101131,f,781,新浪/财经/专栏/专栏作家/作家///王/鸿/嫔
False,166,105131,m,6794,诗人///批评/批评家///著有///崛起/的/诗/群/////不/原谅/历史///等
False,2276,2257700,m,18920,创意/人///作家///杨/昌/溢///代表/代表作///香蕉/哲学//
False,624,461824,m,11479,时尚/达人///时尚/专栏/专栏作家/作家////拾/壹/罗汉///成员
False,1901,254669,m,6569,财经/经作/作家///微博/签约/自媒体/媒体
False,350,2312611,m,2952,作家
False,162,1258217,f,1604,言情/言情小说/小说/作家
False,63,7674777,m,3430,台湾/著名/漫画/漫画家/画家
False,489,218611,m,3086,中央/中央戏剧/中央戏剧学院/戏剧/戏剧学院/学院/戏剧/教师///著名/编剧//
False,1227,26300821,m,15117,畅销/畅销书/作家///励志/作家///编剧///微博/签约/自媒体/媒体
False,1254,146778,m,25613,GOODLiFE/MEDIA/总经理/经理//FT/中文/中文网/网特/特约/撰稿/撰稿人///头条/条文/文章/作者
False,226,2143243,f,8679,撰稿/撰稿人///畅销/畅销书/作家///头条/条文/文章/作者
False,1057,50027768,f,4995,知名/名作/名作家/作家///作品////情场/不/输人///职场/不/输/阵////非常/品红/红楼///20/岁/跟/对/人//30/岁/做/对/事///等///头条/条文/文章/作者///微博/签约/自媒体/媒体
False,3269,1929237,m,39350,知名/编剧///策划/策划人////奇葩/说///第三/第三季/三季/辩手///微博/签约/自媒体/媒体
False,992,2803422,m,2169,中国/著名/悬疑/作家///微博/签约/自媒体/媒体
False,2446,481949,m,25614,作家///微博/签约/自媒体/媒体
False,767,5575978,m,6945,作家////舌尖/上/的/中国///总/顾问///美食/工作/工作者/作者///微博/签约/自媒体/媒体
False,64,6908798,m,1824,当代/著名/哲学/哲学家/学家///学者///作家/周国平///微博/签约/自媒体/媒体
False,1755,428669,m,8902,作家
False,147,2042309,f,7731,作家///媒体/人/陈文茜
False,302,132455,f,3806,作家
False,495,1901526,f,1348,作家///代表/代表作///大地/之/灯////被窝/是/青春/的/坟墓////平生/欢///等
False,50,1775521,m,1023,观/复/博物/博物馆/创办/创办人/及/现任/馆长///微博/签约/自媒体/媒体
False,387,284572,m,3372,作家///影视/编剧///文人/书画/书画家/画家
False,499,11707049,m,1273,//盗墓/笔记////沙海////勇者/大冒险/冒险///等/书/作者///微博/签约/自媒体/媒体
False,432,341371,m,1603,起点/白金/作家/我/吃/西红柿///作品///吞噬/星空////星/峰/传说////寸/芒////星辰/变////盘龙////九鼎/记//
False,4,10849987,f,844,著名/著名作家/名作/名作家/作家
False,1996,144314,m,1603,著名/著名作家/名作/名作家/作家////中国/作家///主编/艾/克/拜尔
False,355,1229191,f,2695,作家/林/那/北////中篇/中篇小说/小说/选刊///社长///主编
False,770,3072388,m,4090,作家//ANTONE/设计/设计师////出版///红////橙////云/治////头条/条文/文章/作者///微博/签约/自媒体/媒体
False,2051,399448,m,21806,知名/出版/人///海豚/出版/出版社/社长/俞/晓/群///头条/条文/文章/作者
False,1791,166970,f,11536,诗人///作家///头条/条文/文章/作者
False,37,27336,m,950,网络/诗人
False,61,3514867,m,677,著名/编剧///代表/代表作/有///激情/燃烧/的/岁月///和///军歌/嘹亮//
False,210,683208,f,628,崔/曼/莉///作家///出版///浮沉////琉璃/时代////卡卡/的/信仰///等///头条/条文/文章/作者
False,141,741875,m,87,著名/恐怖/悬疑/作家/周德东
False,136,1790256,m,1330,香港/皇冠/出版/出版社/总经理/经理///香港/青马/文化/化出/出版/出版社/社长
False,378,165466,f,4253,专栏/专栏作家/作家
False,584,241851,m,1500,作家///编剧/孙/睿
False,416,1030156,f,1328,上海/最/世/文化/签约/作家////文艺/风/象///主编///已/出版///年华/是/无效/信////尘埃/星球////剩/者/为/王////千秋////万象///等
False,165,1301575,f,2913,作家///曾/出版///上海/的/风花雪月////上海/的/金枝/金枝玉叶/玉叶////上海/的/红颜/遗事///等/作品///新作///莲/生/与/阿/玉//
False,83,93938,m,366,中华/诗词/学会/副会长/会长///作家///文史/与/人才/人才学/才学/学者
False,1,146029,f,120,胡/因/梦///台湾/作家///翻译/翻译家
False,1621,161312,f,4696,作家/淳/子
False,179,23136,m,737,网络/评论/评论家
False,101,3591992,f,1019,著名/文化/化学/学者///北京/北京师范大学/京师/师范/师范大学/大学/大学教授/教授
False,680,123494,m,1095,北京/国际/设计/周/筹备/备办/副/主任/孙/群
False,36,87454,f,40,作家/残雪///先锋/先锋派/文学/代表/代表人/人物///有/作品///五香/街////吕/芳/诗/小姐///等
False,415,824655,m,3217,前///生活///读书///新知/三联/三联书店/书店/总编/总编辑/编辑/李/昕
False,13,251615,f,13934,名/心理/心理咨询/咨询/咨询师///专栏/专栏作家/作家//
False,407,270995,m,1353,文学/文学评论/评论/评论家
False,51,325825,f,393,著名/旅美/美作/作家///代表/代表作/有///长篇/长篇小说/小说///扶桑//
False,142,557346,m,647,傅/雷/翻译/奖评/评委/评委会/委会/会主/主席///北京/北京大学/大学/学法/学法语/法语/语文/语文学/文学/教授///博士/博士生/导师
False,118,2532917,m,176,作家
False,11,4387374,f,513,作家
False,13,2801081,f,705,知名/名作/名作家/作家///作品/有///喜/宝/////我/的/前半/前半生/半生/////流金/流金岁月/岁月///等
False,662,1545780,m,3691,著名/著名诗人/名诗/诗人///芒克
False,623,112914,m,363,著名/陶瓷/评鉴/专家
False,203,56319,m,537,当代/著名/名剧/剧作/剧作家/作家///中国/中国戏剧家协会/戏剧/戏剧家/家协会/协会/副/主席///国家/国家一级/一级/编剧///上海/上海市/上海市人/海市/市人大/人大/人大代表/代表///上海/上海戏剧学院/戏剧/戏剧学院/学院/教授/罗/怀/臻
False,29,86521,m,27,英国/作家/乔///邓/索/恩///著有///潜水/潜水艇/////荒野/弃/生///等
False,929,123062,f,5086,中国/当代/当代文学/文学/研究/研究会/女性/性文学/文学/委员/委员会/会会/会长/谭/湘
False,942,110194,m,2057,作家/谢/朝/平///作品/有///大/迁徙///等
False,51,2707810,m,92,作家/韩少功///代表/代表作///马/桥/词典////爸爸/爸爸///等
False,354,1763350,m,469,作家/叶/兆/言///主要/作品/有///花/煞////烛光/烛光舞会/舞会////一九/一九三/一九三七年/九三/三七/三七年/七年/的/爱情////后羿///等
False,166,219390,m,1275,安徽/出版/集团/团党委/党委/党委委员/委员///时代/代出/出版/传媒/公司/总编/总编辑/编辑
False,36,2534238,m,246,作家/阎连科
False,276,29132,m,475,北师/北师大/师大/香港/香港浸会/浸会/联合/联合国/国际/学院/常务/常务副/副校长/校长///前/香港/香港大学/大学/学文/文学/文学院/学院/学院院长/院长
False,9,76490,m,103,香港/著名/武侠/武侠小说/小说/作家
False,4,86101,m,9,日本/作家/阿/刀/田/高
False,7,30685,m,15,河南/作协/主席///李佩甫
False,212,371739,f,6685,知名/武侠///奇幻/小说/作家///代表/代表作///华/音/流/韶/////玫瑰/帝国///等
False,723,7213680,f,1875,作家////新周刊/周刊///杂志/副主编/主编
False,463,250643,m,2907,上海/电视/电视大学/大学/大学教授/教授/鲍/鹏/山
False,495,2664817,f,10006,著名/著名作家/名作/名作家/作家///代表/代表作/有///上海/魔术/魔术师/////上海/海王/////上海/之/死///等//
False,1063,217537,m,2313,/1
False,1016,44358002,m,589,作家///赛车/赛车手/车手/韩/寒
False,49,2301846,m,1997,作家///画家
False,2080,1043287,m,31639,主持/主持人///学者
False,564,2316888,f,5074,深/雪///香港/著名/著名作家/名作/名作家/作家///作品/有///第/8/号/当铺///等
False,312,1213682,f,1300,最/世/签约/作家////文艺/风/赏///主编///出版/龙城/三部/三部曲///南方/有/令/秧//
False,543,430868,m,1836,作家///代表/代表作///雪/中/悍/刀/行////陈/二/狗/的/妖孽/人生//
False,70,2517380,m,1470,小说///鬼吹灯/吹灯///作者
False,226,2217106,f,117,作家/迟/子/建
False,108,3735594,f,798,知名/女作家/作家
False,34,299346,f,910,张/曼/娟///台湾/作家
False,5,168267,m,122,日本/新/本/格/推理/掌门/掌门人/门人////馆///系列/主人
False,3,70011,m,26,作家/张贤亮
False,6,24128,f,35,作家/苏/伟/贞
False,140,12337,m,31,中国/首位/网络/诗人///现代/现代诗/现代诗歌/诗歌/诗歌史/上/的/重要/代表/代表人/人物/之一//
False,6,2037309,f,56,诗人///散文/散文家/文家///画家/席慕蓉
False,104,1148019,m,226,著名/著名诗人/名诗/诗人///书画/书画家/画家
False,534,187744,f,2674,香港/编剧///代表/代表作////我/本/善良/////再见/亦/是/老婆/////妙手/妙手仁心/仁心/II////荣归///等
False,68,43527,m,726,香港/知名/编剧///作品///金枝/金枝欲/孽//////创世/创世纪/世纪//////珠光/珠光宝气/光宝/宝气////等
False,3384,2884583,f,22261,畅销/畅销书/作家///情感/作家///著有///完美/关系/的/秘密////聪明/爱///等///微博/签约/自媒体/媒体
False,838,840393,f,8436,游丝/棋/作家///造型/造型师///美容/芳/疗/师///造型/公司/负责/负责人/责人
False,70,31914,f,64,陕西/陕西省/作家/作家协会/家协会/协会/常务/常务副/主席///党组/党组书记/书记
False,1986,246968,m,3903,著名/名词/词作家/作家///导演///出品/出品人
False,41,1082174,m,408,围棋/世界/世界冠军/冠军///著名/九段/围棋/国手/孔/杰
False,501,114109,m,5931,著名/英超/花边/花边新闻/新闻/作者///视频/自媒体/媒体
False,2002,31346,m,16937,香港/港资/资深/主持/主持人///足球/评论/评论家
False,540,1140929,m,7941,北半球/半球/国际/传媒/CEO//前/CCTV5//实况/实况足球/足球/解说/解说员
False,265,1378462,f,1397,国家/花/游/双胞/双胞胎/胞胎/美女
False,539,345688,m,13390,著名/体育/评论/评论员////微博/签约/自媒体/媒体
False,1292,14513,m,6381,昆仑/决/解说///乔/博
False,495,167313,f,5001,前/国家/游泳/游泳队/队名/名将/马/晨/菲
False,23,112410,m,1073,世界/著名/斯诺/斯诺克/诺克/球员///尼尔///罗伯逊
False,387,79620,m,1923,广东/电视/电视台/体育/体育频道/频道/和/欧洲/足球/频道/解说/解说员
False,1807,367881,m,16929,资深/媒体/人///知名/体育/评论/评论员///微博/签约/自媒体/媒体
False,123,64520,f,773,天津/汇/森/女足/守门/守门员///国家/国家队/球员/丁/旋
False,505,137579,f,2193,浙江/跳远/运动/运动员/动员///全国/全国冠军/冠军
False,157,312597,m,1836,前/国脚///央视/足球/解说/顾问
False,426,227121,m,3097,上海/五星/星体/体育/嘉宾/宾主/主持/刘/越
False,296,78868,f,1827,2011CCTV/体坛/风云/风云人物/人物///未名/名人/人士/体育/体育精神/精神///获奖/获奖者/姚/楠
False,135,1255967,m,224,中国/中国乒乓球队/乒乓/乒乓球/乒乓球队/球队/许/昕
False,248,80975,f,841,羽毛/羽毛球/国家/一队/女/双/选手/成/淑
False,241,41013,f,569,女子/子体/体操/国家/国家队/队员/崔/婕///多次/大赛/平衡/平衡木/冠军
False,637,274666,f,489,游泳/奥运/奥运冠军/冠军///郁金/郁金香/传媒/创始/创始人
False,275,874506,f,725,奥运/奥运冠军/冠军/徐/莉/佳
False,64,55221,m,301,伦敦/奥运/奥运会/乒乓/乒乓球/男单/单季/季军///广东/陈/静/俱乐部/球员
False,1210,17734,m,10357,虎/扑///上海///文化/传播/有限/有限公司/公司///高级/经理///杨/田/俊
False,675,184791,f,17182,自由/自由式/滑雪/空中/中技/技巧/技巧运动/运动/运动员/动员///三届/世锦赛/冠军///两届/冬奥/冬奥会/亚军
False,213,1976279,f,455,中国/中国跳水队/跳水/跳水队/队员
False,506,422486,m,1047,中/超/天津/天津泰达/天津泰达队/泰达/泰达队/球员/王新欣
False,97,1015217,m,346,国家/跳水/跳水队/队员/秦/凯
False,1143,931047,m,2553,潘/大福///原/NBA/球星///现/效力/CBA/四川///曾用名///慈/世/平///阿泰斯/阿泰斯特/泰斯/斯特
False,385,4266,m,4,重庆/重庆力帆/力帆/足球/俱乐部/球员
False,420,2653941,m,2479,江苏/苏苏/苏宁/足球/俱乐部/球员///汪/嵩
False,139,83952,f,53,前///中国/女子/足球/国家/国家队/队员
False,373,2002802,m,946,中国/中国男足/男足/国家/国家队/队长
False,90,22586651,f,815,著名/网球/职业/运动/运动员/动员//2011/年/法网/女单/冠军//2014/年/澳网/女单/冠军
False,423,43539,m,9778,金相/凯///足球/解说/解说员///微博/签约/自媒体/媒体
False,40,216138,m,1552,斯诺/斯诺克/诺克/中国/国公/公开/公开赛/开赛/冠军/特鲁姆/普
False,302,6905,m,5505,新浪/著名/写手///新浪/名/博
False,772,1922843,f,3911,世界/世界杯///豪门/盛宴///女主播///CCTV5//天下/天下足球/足球///主持/主持人
False,683,292695,m,1353,浙江/浙江绿城队/绿城/绿城队/球员/孙/吉
False,11,864164,m,3100,NBA/球星
False,100,783515,m,604,男子/百米/10/秒/中国/纪录/保持/保持者
False,264,8763,f,395,天津/汇/森/女足/足球/球员/李/雪/彦
False,25,115619,m,2827,NBA/球星/加里/里纳/利
False,55,344069,f,500,中国/国花/花样/花样滑冰/滑冰/队/女子/单人/单人滑///李子/君
False,97,933789,m,633,香蕉/计划/体育/ceo
False,488,1696966,m,1250,北京/北京国安/北京国安队/国安/国安队/球员/于/大宝
False,410,354327,m,1943,著名/足球/足球运动/球运/运动/运动员/动员/高峰
False,8,2639169,f,678,四届/大满贯/满贯/冠军
False,323,66239,f,834,中国/中国女排/女排/黄金/一代/成员/杨/昊
False,611,133186,f,9446,花样/花样滑冰/滑冰/运动/运动员/动员//2006/年/都灵/冬奥/冬奥会/双人/双人滑/亚军/张/丹
False,290,515710,m,6153,著名/足球/解说/解说员/苏东
False,136,45398,m,22,国家/国家乒乓球队/乒乓/乒乓球/乒乓球队/球队/队员///尹/航
False,23,18512,m,5914,ESPN/热火/跟/队/专家
False,532,1435988,f,156,奥运/蹦床/冠军/何/雯/娜
