financial,follow_cnt,followers_cnt,gender,status_cnt,verified_reason
False,421,11538,m,6287,浙江/网络/广播/广播电视/电视/电视台/体育/体育频道/频道/制片/制片人///钟/樑
False,13,3123722,m,316,英格兰/著名/足球/足球运动/球运/运动/运动员/动员/鲁/尼
False,1922,220055,m,3794,北京/北京电视台/电视/电视台/主持/主持人/张/旸
False,722,194428,m,2852,前////体坛/体坛周报/周报///驻/洛杉矶/著名/篮球/专家
False,7,1625360,m,354,意大利/大利/足球/足球明星/明星/皮耶罗
False,197,338926,m,640,北京/北京国安/北京国安队/国安/国安队/球员/周/挺
False,395,5740,m,38,中国/中国国青队/国青队/队员/姚/道/刚
False,387,233949,m,9211,体育/育人///曾/任///足球/足球报///驻/英/记者///GW/高尔夫/星期/星期三///主编
False,213,8254,f,384,中国/中国跳水队/跳水/跳水队/队员/郑/霜雪
False,60,52141,m,1675,美国/职业/橄榄/橄榄球/联盟//NFL//华裔/新星/王/凯
False,150,151278,f,2917,清华/跳水/跳水队/总教练/教练/于/芬
False,160,7449126,f,760,中国/中国女排/女排///广州/恒/大/女排/主帅///郎平
False,220,2673447,m,581,中国/中国男篮/男篮/国手//CBA/辽宁/辽宁队/球星
False,268,51134,m,120,2010/年/广州/亚运/亚运会/静水/水皮/皮划艇/划艇/冠军/徐海/海涛
False,233,55981,m,188,广州/日/之/泉/足球/俱乐部/主教/主教练/教练///张/军
False,213,9993,m,41,足球/足球运动/球运/运动/运动员/动员
False,11,253123,f,172,美国/女篮/明星/玛雅///莫/尔//Maya/Moore/
False,674,30962,m,321,2011/年/全国/武术/散打/冠军/冠军赛/75KG/冠军///中国/散打/国家/国家队/队员
False,701,5162,m,663,中央/中央电视台/电视/电视台/体育/世界/制片/制片人
False,353,44745,m,369,中国/4/100/接力/队/成员///全国/全国纪录/纪录/保持/保持者
False,351,128303,f,1478,浙江/浙江女排/女排/排队/队长/王/娜
False,499,205170,m,55,中/甲/北京/八喜/俱乐部/球员
False,178,991327,f,799,花样/花样滑冰/滑冰/世锦赛/冠军
False,4,234040,m,57,英国/知名/足球/足球运动/球运/运动/运动员/动员/兰帕德///切尔/切尔西/尔西/足球/俱乐部/历史/最高/得分/得分手/分手
False,8,14138539,m,1716,球王/贝/利
False,115,60312,f,2493,帆船/船帆/帆板/世界/世界冠军/冠军/陈/佩/娜
False,813,16912,m,186,广州/恒/大足/足球/足球队/球队/队员///刘/智/宇
False,905,26479,m,1504,散打/世界/世界冠军/冠军/康/永/刚
False,406,3769017,m,1487,中国/中国国家队/国家/国家队///广州/恒/大队/球员/张/琳/芃
False,150,5118,m,1289,中国/中国新闻社/新闻/新闻社/比利/比利时/时分/分社/社长/沈/晨
False,133,87854,f,2510,上海/女足/足球/球员/徐/雯/佳
False,1146,255214,m,28925,资深/足球/评论/评论员///前/中国/中国女足/女足/新闻/新闻官
False,413,353887,f,1159,广州/亚运/亚运会/女子/50/米/仰泳/冠军/高/畅
False,1339,21426,f,12878,东方/体育/日报/乒羽/专家/记者/邹/晔
False,237,589889,f,749,奥运/奥运冠军/冠军///跳水///女皇///高/敏
False,651,4663197,f,761,伦敦/奥运/奥运会/女子/200/米//400/米/混合/混合泳/冠军/叶/诗文
False,175,303832,m,99,国家/男篮/篮队/队员/丁/锦/辉
False,38,120319,f,270,英格兰/九/球/职业/运动/运动员/动员/凯/莉///费/雪
False,372,3674916,f,816,国际/国际象棋/象棋/女子/世界/世界冠军/冠军
False,995,383263,f,1652,中央/中央电视台/电视/电视台/体育/体育频道/频道/记者/张/婕
False,823,34668,m,6302,羊城/羊城晚报/晚报/报体/体育/体育部/采访/室主任/主任
False,65,167922,m,293,德国/乒乓/乒乓球/球运/运动/运动员/动员/蒂姆///波尔
False,56,596254,m,179,传奇/奇奥/奥运/游泳/运动/运动员/动员//23/块/奥运/奥运金牌/金牌/拥有/拥有者
False,72,1498642,m,57,前世/世界/重量/重量级/量级/拳王
False,547,23691,f,18417,驻/菲尼克斯/尼克/尼克斯/克斯/NBA/记者
False,35,173696,m,145,NBA/球星/拉/简///隆/多
False,196,726885,f,1071,网球/球运/运动/运动员/动员/晏/紫
False,175,110094,m,136,上海/绿地/申花/申花俱乐部/俱乐部/球员
False,254,246533,f,425,原/国家/女子/子体/体操/体操队/队员
False,131,32323,f,37,自由/自由式/滑雪/空中/中技/技巧/国家/国家队/队员/徐/思/存
False,594,36202,f,2897,中国/亚冠赛/赛区/新闻/新闻官
False,115,15925,m,174,重庆/足球/俱乐部/球员/徐/擎
False,884,92441,f,2420,斯诺/斯诺克/诺克/国际/国际级/裁判/诸/瑛
False,12,475842,m,94,NBA/球星/帕/克
False,85,76045,m,922,山东/电视/电视台/体育/评论/评论员/董/平生
False,359,38403,f,246,中国/艺术/艺术体操/体操/体操队/队员/赵/敬/楠
False,155,345969,m,757,世界/世界围棋/围棋/冠军///职业/九段/棋手/常/昊
False,251,4348430,f,1245,中国/女子/重剑/队/队员///女子/重剑/世界/世界冠军/冠军
False,467,1256521,f,1362,中国/女子/射箭/队/队员/张/娟/娟
False,98,61883,f,273,跆拳/跆拳道/拳道/奥运/奥运冠军/冠军/陈/中
False,107,945855,f,79,索契/冬奥/冬奥会/短/道/速滑/女子/500/米/冠军
False,327,43965,m,1960,西甲/记者//ESPN/中文/中文网/西甲/版///体坛/体坛周报/周报//ligabbva/com/西甲/官/网//
False,616,342996,f,1582,中国/中国女足/女足/国脚/娄/佳/惠
False,58,43191,m,23,河北/华夏/幸福/球员/董/学/升
False,30,249215,m,716,德国/国足/足球/足球运动/球运/运动/运动员/动员/卢卡/卢卡斯/卡斯///波多/波多尔/多尔/多尔斯/尔斯/基///现/效力/于/阿森/阿森纳/足球/俱乐部//
False,178,315610,m,302,男子/举重/62/公斤/级/世界/世界冠军/冠军/张/杰
False,677,829482,m,249,中国/国花/花样/花样滑冰/滑冰/队/运动/运动员/动员/张/昊
False,209,85952,f,345,中国/游泳/游泳队/队员///伦敦/奥运/奥运会/女子/100/米/蝶泳/亚军/陆/滢
False,195,1666492,m,1040,央视/体育/体育频道/频道/著名/解说/解说员/洪/钢
False,1137,3857,m,1314,如此/户外/外电/电子/电子商务/商务/商务网/网站/市场/市场总监/总监///雷/洲
False,866,128680,f,7280,著名/体育/记者///马/寅
False,3,489339,m,25,中国/女子/乒乓/乒乓球/乒乓球队/球队/教练///乒乓/乒乓球/大满贯/满贯/得主
False,725,23295,f,2920,华/奥/星空/资深/记者
False,8,96150,m,60,前///德国/国脚/阿/尔/内///弗里/弗里德/弗里德里希/里德/德里/希
False,139,77910,f,420,女子/子体/体操/国家/国家队/队员///休斯/休斯顿/国际/体操/邀请/邀请赛/女子/全能/全能冠军/冠军/张/辛
False,62,83532,m,918,中国/中国围棋/围棋/第一/第一位/一位/世界/世界冠军/冠军///国手/马晓春/九段
False,156,108246,m,325,著名/足球/足球运动/球运/运动/运动员/动员///前/国脚////亚洲/第一/高中/中锋///蔡/晟
False,452,8239,m,944,广东/电视/电视台///时尚/广东///栏目////首席/创意/总监///主持/主持人
False,119,2345165,m,1802,著名/围棋/运动/运动员/动员
False,138,116468,m,1768,知名/英超/评论/评论员/周/枫
False,817,1301656,m,892,著名/前/国脚///四川/足球/名宿/姚/夏
False,189,1653547,m,487,河北/华夏/幸福/足球/俱乐部/球员///姜/宁
False,457,8377,m,313,五星/星体/体育///今日/体育/快/评///主持/主持人
False,261,4015,m,11,青岛/中能/中能队/队员/鲁/毅
False,683,24825,m,276,天津/电视/电视台/体育/体育频道/频道/主持/主持人/李/懿/州
False,217,38458,m,5457,广州/体育/体育频道/频道/NBA/解说/解说员/吴/炜/刚//
False,34,63943,m,403,前/意大利/大利/利国/国脚///天津/天津泰达/泰达/外援/托马/托马西/马西
False,123,9374,f,371,马来/马来西亚/西亚/花样/花样游泳/游泳/国家/国家队/主教/主教练/教练/吴/娟
False,184,46263,m,100,花样/花样滑冰/滑冰/国家/国家队/男子/单人/单人滑/选手/宋/楠
False,4,156857,m,5401,前/英格兰/兰利/利物/利物浦/球队/著名/足球/足球运动/球运/运动/运动员/动员/罗比///福/勒///Robbie/Fowler/
False,196,4119,m,3741,中央/中央电视台/电视/电视台///体育/世界///栏目/责编/霍/岩
False,459,573342,m,3009,中央/中央电视台/电视/电视台/体育/体育频道/频道/专项/记者/尉迟/学/敏
False,105,136186,m,1055,中/超/广州/富/力/队/领队/黎/兵
False,8,50529,m,846,NBA/掘金/金球/球员/钱德勒/德勒
False,23,19370,m,887,NBA/球员/乔丹///希尔
False,318,28184,f,30,中国/艺术/艺术体操/体操/体操队/队员/丁/子/怡
False,1642,141457,m,171,国家/国家队/队员///花样/花样滑冰/滑冰/世界/世界冠军/冠军
False,525,90057,f,1857,中国/中国女足/女足/国脚/翁/新/芝
False,226,167648,m,238,中/超/杭州/绿城/绿城队/球员/黄/希/杨
False,982,50949,m,13842,媒体/人
False,1025,99327,m,1452,宁波/电视/电视台/体育/体育节/体育节目/节目/节目主持/主持/主持人/冯/勇
False,3,2134255,m,249,巴西/著名/足球/足球运动/球运/运动/运动员/动员/卡卡
False,4695,2054,f,2146,北京/奇/胜/聚/力/科技/有限/有限公司/公司/无线/事业/事业部/总监/郑/盼
False,80,1703,m,450,天津/松江/队/球员/兼/助理/教练
False,13,203778,m,769,巴西/足球/足球运动/球运/运动/运动员/动员///大卫/路易/路易斯
False,363,4097,m,611,前/青岛/海牛/队/队员/乔/伦
False,467,772750,f,1492,射击/奥运/奥运冠军/冠军/陈/颖
False,379,12748,m,160,天津/松江/俱乐部/部门/门将/宋/涛
False,128,384538,f,40,中国/女子/子体/体操/体操队/教练///世界/世界冠军/冠军/眭/禄/和/新星/姚/金/男/的/主管/管教/教练
False,1001,1010208,f,803,奥运/奥运会/女子/佩剑/银牌/得主/谭/雪
False,10,1042308,m,602,NBA/迈阿密/热火/热火队/球员///克里/克里斯/里斯///波/什
False,503,162639,m,1204,国际/国际米兰/米兰/俱乐部/国际/市场/经理/Stewart/Park
False,65,108026,m,4,NBA/球员///凯里///欧文
False,287,15061,m,1255,武汉/晚报///体育/体育部/部首/首席/首席记者/记者/马万勇
False,296,405487,m,527,国家/羽毛/羽毛球/男单/二队/主教/主教练/教练
False,118,63151,m,1019,湖南/南湘/涛/外援/前锋/内托
False,38,866694,m,437,巴西/足球/足球运动/球运/运动/运动员/动员///丹尼///阿尔维斯/维斯
False,227,157557,m,295,广州/富/力/球员/吴伟安
False,468,4828,m,107,成都/谢菲联/足球/俱乐部/球员/干/颖/波
False,632,2627,m,2105,香港//now/Sports//now/TV///足球/評/述/員
False,439,85569,m,1040,天津/权/健/球员/王晓龙
False,230,1013,m,724,香港/足球/评述/员/何/柏/霖
False,340,151182,m,2063,跳马/王子///奥运/奥运会/金牌/金牌得主/得主/主楼/云
False,197,8712,m,489,上海/预备/预备队/教练///前/申花/花球/球员/殷/锡/福
False,134,689245,m,182,中国/中国国奥队/国奥/国奥队/队员///北京/北京国安/国安/球员
False,331,303086,f,831,中国/中国女排/女排/明星/冯/坤
False,125,2817005,m,180,广州/恒/大队/队员///冯/仁/亮
False,425,525830,m,684,北京/北京国安/北京国安队/国安/国安队/球员/杨/智
False,711,3772,m,2388,媒体/人
False,491,4052,f,3095,资深/体育/记者///谭/彦/嘉/楠
False,482,2994538,m,50,著名/国内/足球/足球运动/球运/运动/运动员/动员
False,235,25271,f,407,中国/击剑/女/花/全运会/5/届/冠军///江苏/击剑/运动/管理/管理中心/中心/主任/肖爱华/爱华
False,388,46583,f,350,中国/帆船/船帆/帆板/队/运动/运动员/动员///北京/北京奥运/奥运/奥运会/女子/RS/X/级/帆船///板///冠军/殷/剑
False,395,385702,f,2943,中国/击剑/击剑队/击剑/运动/运动员/动员/倪/红//2008/年/奥运/奥运会/女子/佩剑/团体/亚军
False,53,196588,f,781,奥运/奥运冠军/冠军///马艳红/艳红
False,1299,11189,m,1947,/1
False,429,6188,m,1310,成都/成都电视台/电视/电视台/第一/一汽/汽车/执行/主编/吴/丹/勇
False,25,97491,m,40,CBA/青岛/青岛队/总经理/经理/生/锡/顺
False,416,7396,f,961,中央/中央电视台/电视/电视台/体育/体育频道/频道/新闻/主/播/孙/燕
False,114,17295,m,6,中/超长/长春/长春亚泰/长春亚泰队/亚泰/亚泰队/队员/刘晓东
False,120,45651,m,1257,知名/体育/评论/评论员///大公/大公网/公网/网特/特约/评论/评论员/杨/华///微博/签约/自媒体/媒体
False,531,3972,m,1302,/1
False,2,5836016,m,19,山东/山东鲁能/球员
False,1,51001,f,105,英国/网坛/美少女/少女/劳/拉///罗布/罗布森
False,757,4309,m,3885,海峡/都市/都市报/市报/报体/体育/记者/石/磊磊
False,247,183633,f,1094,广州/亚运/亚运会/现代/现代五项/五项/冠军/苗/褘/骅
False,86,35030,m,131,2004/年/雅典/雅典奥运/奥运/奥运会/男子/举重/62/公斤/级/冠军/石/智勇
False,490,3031,m,250,王/斌///青岛/青岛市/足协/秘书/秘书长
False,201,2775,m,181,广州/富/力/队/队员
False,135,541363,f,8,中国/中国女排/女排/国家/国家队/队员/张/娴
False,307,249256,f,67,国际/国际象棋/象棋/女子/世界/世界冠军/冠军/许昱华
False,47,244123,m,97,迈克/迈克尔/克尔///巴拉/巴拉克/拉克///德国/著名/足球/足球运动/球运/运动/运动员/动员//
False,329,16918,m,299,广东/日/之/泉/足球/足球队/球队/球员/郭/子/超
False,312,6158,m,4026,前/青岛/海牛/重庆/重庆力帆/重庆力帆队/力帆/力帆队/队员///现/青岛/海/士林/橡胶/公司/经理/王国/王国栋
False,633,35027,m,1598,北京/北京电视台/电视/电视台/体育/体育频道/频道/首席/体育/评论/评论员
False,16,130644,m,576,象棋/全国/全国冠军/冠军/许银川/银川
False,389,69469,m,9054,媒体/人
False,86,58738,m,223,英国/斯诺/斯诺克/诺克/选手///肖恩/墨/菲
False,21,637134,m,182,北京/八喜/队/外援/瑞/恩///格里/格里菲/格里菲斯/菲斯
False,24,32982,m,13,前/NBA/球员/泰/肖恩///普林斯
False,366,1146063,m,330,著名/职业/篮球/篮球运动/球运/运动/运动员/动员
False,95,14095,m,62,前///天津/松江/队/球员/张/爱/麒
False,562,236831,m,159,中国/国体/体操/体操队/现役/世界/世界冠军/冠军
False,909,12010,m,442,资深/足球/记者///浦/家/齐
False,455,338628,f,3455,//乒乓/世界///杂志/执行/主编///中国/乒协/新闻/委员/委员会/会主/主任
False,238,35812,m,1868,江/报/传媒/资深/体育/记者/评论/评论员
False,252,3547141,m,639,举重/国家/国家队/队员//2012/年/伦敦/奥运/奥运会/举重/77/公斤/级/冠军/吕/小军
False,341,7124,m,87,深圳/佳/兆/业//95/国/青/球员
False,141,899606,m,742,奥运/奥运会/羽毛/羽毛球/冠军/张/军///亚锦赛/冠军/胡/妮
False,160,120382,m,176,国家/国家队/跳水/名将/罗玉通
False,120,55880,m,557,浙江/稠/州/职业/篮球/俱乐部/有限/有限公司/公司/董事/董事长/兼/总经理/经理
False,124,21485,f,506,中国/第一/第一枚/一枚/雪上/奥运/奖牌/获得/获得者/徐/囡/囡
False,169,2969,m,201,中/超大/大连/阿/尔/滨/俱乐部/守门/守门员/教练///张/昆
False,44,149310,m,114,NBA/球员///奥卡福
False,51,2646,f,469,原/天津/女足/主力/后卫/马/珊/珊///曾/代表/天津/天津队/夺得/全国/女/超/联赛/冠军
False,322,126185,m,364,上海/上海申花/申花/足球/俱乐部/球员////李/建/滨
False,207,166867,f,1373,大师/高尔夫/发展/有限/有限公司/公司/公司总裁/总裁////高尔夫/大师///杂志/出版/人
False,667,75430,f,3962,中国/中国女足/女足/国脚/高/燕
False,1130,42802,f,11803,媒体/人
False,55,160553,f,153,中国/短/道/速滑/速滑队/主教/主教练/教练/李/琰
False,279,3238849,m,1282,著名/羽毛/羽毛球/球运/运动/运动员/动员///奥运/奥运冠军/冠军///世界/世界冠军/冠军//
False,5,561324,m,547,知名/足球/足球明星/明星/威尔/谢/尔//Jack/Wilshere/
False,10,94296,m,227,瑞典/足球/足球运动/球运/运动/运动员/动员///现/效力/于/巴黎/圣日耳曼/日耳曼/足球/俱乐部
False,28,81698,m,61,昆明/昆明市/足球/协会/官方/微博
False,11,13745,m,13206,//纽约/每日/新闻///尼克/尼克斯/克斯/资深/跟/队/记者/Frank/Isola
False,10,51995,m,19074,ESPN/著名/湖/人/跟/队/记者/阿丹/德
False,127,37271,f,270,马来/马来西亚/西亚/花样/花样游泳/游泳/国家/国家队/主教/主教练/教练
False,0,54818,m,4144,英超/英超球/球星///前/切尔/切尔西/尔西/老将/勒索/克斯
False,916,1921,m,814,前/中国/国家/国家足球队/足球/足球队/球队/队员/杨/朝/辉///名人/明星/星体/体育/俱乐部/董事/董事长
False,157,894604,m,810,长春/长春亚泰/长春亚泰队/亚泰/亚泰队/杜震宇///天津/天津泰达/天津泰达队/泰达/泰达队//
False,546,7568,m,197,天津/松江/足球/足球队/球队/球员/冯/扬
False,124,98651,m,1,著名/篮球/教练/巩/晓/彬
False,376,2044409,m,752,天津/权/健/球员/赵旭日/旭日
False,189,30445,m,774,2010/年/广州/亚运/亚运会/男子/南拳/南/棍/全能/能比/比赛/冠军/黄/光源
False,156,25449,f,81,自行/自行车/行车/车运/运动/运动员/动员///雅典/雅典奥运/奥运/奥运会/亚军/江永/永华
False,316,7546,m,104,/1
False,154,163287,m,916,中国/顶尖/高尔夫/高尔夫球/球员
False,250,1028576,m,476,国脚/赵/鹏///前/河南/河南建业/河南建业队/建业/建业队/队员///现/效力/于/广州/恒/大队
False,409,633283,f,734,中国/中国女足/女足/毕/妍
False,247,12303,m,696,//足球/俱乐部///杂志/副主编/主编
False,1,1240004,m,3247,英国/著名/F1/赛车/赛车手/车手/手简/森///巴顿
False,776,29864,m,1047,//足球///编委///著名/体育/专家
False,192,3957,m,335,中国/职业/斯诺/斯诺克/诺克/球手/李/行
False,23,605210,m,416,英国/跳水/水神/神童///汤姆/戴/利//Tom/Daley/
False,0,60726,m,3935,美国/田径/名将/拉/肖恩///梅里/梅里特/里特///LaShawn/Merritt/
False,0,52810,f,1423,挪威/高尔夫/名将///前世/世界/第二/苏珊///佩特/佩特森//Suzann/Pettersen/
False,6,3911,m,13540,美国///体育/画报///资深/记者//NBA/专家
False,0,73192,m,5271,/1
False,12,57328,m,2427,迈阿密/热火/主力/控/卫/马里/马里奥/里奥///查/尔/默斯
False,0,74009,m,9086,英格兰/足球/足球运动/球运/运动/运动员/动员/乔/伊巴/巴顿///Joey/Barton//
False,9,60318,m,998,加拿/加拿大/花样/花样滑冰/滑冰/名将///世锦赛/男单/冠军
False,0,1215329,m,965,英格兰/知名/足球/足球队/球队/队员/张伯伦///效力/阿森/阿森纳/阿森纳队
False,21,41016,m,4477,NBA/球星/多/雷/尔///莱特
False,38,101836,m,1178,NBA/国王/国王队/后卫/布鲁克/布鲁克斯/鲁克斯/克斯
False,24,77019,m,7912,NBA/太阳/太阳队/首发/小/前锋
False,0,62859,m,2269,意大利/大利/知名/足球/足球运动/球运/运动/运动员/动员/博/努/奇//Leonardo/Bonucci//
False,4,45178,m,2095,NBA/猛龙/猛龙队/大/前锋/伊巴/巴卡
False,8,55127,m,898,英超/托特/托特纳/托特纳姆/托特纳姆热刺/特纳/姆/热刺队/球员/索尔/加多
False,1,15964,m,8599,英国/国资/资深/F1/评论/评论员///资深/F1/记者/詹姆斯///阿伦
False,0,7493,m,1552,前/F1/赛车/赛车手/车手/大卫///库塔///现任/BBC/电视/解说/嘉宾
False,1,49656,m,4421,伦敦/残奥会/乒乓/乒乓球/银牌/得主/威尔/贝/利//Will/Bayley/
False,52,5902289,m,2036,前/中国/中国足球队/国足/足球/足球队/球队/主帅
False,63,43642,m,488,篮球/篮球运动/球运/运动/运动员/动员/蔡/斯///巴丁/格
False,6,2672,m,2343,美国///体育/画报///资深/记者///大学/篮球/专家
False,492,5488,m,1400,长春/春晚/晚报/报体/体育/体育部/主任
False,250,138084,f,923,周/高/萍///中国/中国女足/女足/国家/国家队/队员///效力/江苏/江苏队
False,617,8859,m,163,广东/日/之/泉/俱乐部/球员/钟/沛/豪
False,1,9727,m,17273,英国/星期/星期日/期日/日邮/邮报/首席/体育/记者
False,0,54572,m,1013,罗马/罗马队/马队/足球/足球运动/球运/运动/运动员/动员/安赫尔/赫尔
False,1,92102,m,1485,美国/男子/田径/田径运动/运动/运动员/动员/Bryan/Clay//北京/北京奥运/奥运/奥运会/十项/十项全能/全能/全能冠军/冠军
False,0,73456,f,173,英国/女子/帆船/船运/运动/运动员/动员///世界/唯一/完成/环球/航行/的/女/帆船/手
False,536,11142,m,2240,掌控/体育/创始/创始人///张宁
False,12,1271296,m,882,法国/国足/足球/足球明星/明星/维埃/维埃拉/埃拉//Patrick/Vieira///曾效力/效力/阿森/阿森纳///尤文图/尤文图斯/图斯///曼城
False,33,62914,m,1353,NBA/球员/莱恩///安德森
False,4,56108,m,305,意大利/大利/知名/足球/足球运动/球运/运动/运动员/动员/佩/佩//Simone/Pepe/
False,14,84399,m,6051,NBA/资深/专家///雅虎/体育/首席/首席专家/专家/艾/德里/里安///沃/纳/洛夫/洛夫斯/洛夫斯基/夫斯/夫斯基
False,0,57913,m,3152,NBA/纽约/尼克/尼克斯/尼克斯队/克斯/队/后卫/兰德/德里///菲尔/菲尔德/尔德/德斯
False,20,41563,m,1315,CBA/江苏/男篮/外援//NBA/自由/球员/加/祖/里奇
False,8,1301727,m,154,NBA/球星/贾/森///基德///现任/布鲁克/布鲁克林/鲁克林/篮网/网队/主帅
False,15,577174,m,919,NBA/球员/保罗///皮尔斯/尔斯
False,0,203758,m,1109,英国/篮球/篮球运动/球运/运动/运动员/动员/罗/尔///邓///现/效力/于/芝加哥/公牛/公牛队
False,142,1370,m,181,新传/体育/总编/总编辑/编辑/曹/奇
False,181,20969,m,357,//篮球/先锋/先锋报///驻/美国/NBA/火箭///凯尔/凯尔特/凯尔特人/尔特/人/跟/队/记者
False,518,61209,m,1095,资深/体育/媒体/人
False,76,60168,f,259,WNBA/女篮/篮球/球星///奥运/奥运会/冠军
False,178,42454,m,180,中/超大/大连/阿/尔/滨/足球/俱乐部/领队/兼/翻译///张/春雨
False,38,68051,m,161,中/超/贵州/人/和/俱乐部/外援/拉/法
False,0,58985,m,409,AC/米兰/著名/前锋/罗比/罗比尼/罗比尼奥/比尼/尼奥///曾效力/效力/皇马///曼城//
False,3,496291,m,64,北京/控股/足球/俱乐部/主教/主教练/教练/斯塔/斯塔诺/塔诺
False,22,7662,m,8922,FOX/资深/NBA/记者///专家///比尔///莱特
False,33,167689,m,362,NBA/球员
False,146,126768,f,157,中国/女子/子体/体操/体操队/教练///孙/海鸥
False,199,18123,m,153,大连/电视/电视台/文体/频道/主持/主持人///解说/评论/评论员////体坛/大/汇///栏目/制片/制片人
False,0,40931,m,1,/1
False,17,585851,m,53,足球/足球运动/球运/运动/管理/管理中心/中心/国家/国家队/管理/管理部/主任///国足/领队/曹/景/伟
False,1,35071,m,9,加拿/加拿大/大华/华裔/花样/花样滑冰/滑冰/选手///2011/年/世界/花样/花样滑冰/滑冰/锦标/锦标赛/冠军/Patrick/chan
False,29,85801,m,58,辽宁/宏/运/足球/俱乐部/外援///巴西/前锋/埃/杜///曾效力/效力/德甲/豪门/沙尔克/尔克/04
False,209,98870,m,122,CCTV5/解说/解说员///主持/主持人/宋/剑桥
False,48,13589,m,1910,香港/南华/足球/足球队/球队
False,33,6499,m,507,NBA/俄克拉荷/俄克拉荷马/克拉/荷马/雷霆/队/得分/后卫/德/奎/安///库克
False,3,119953,m,277,巴西/球员/卢卡/卢卡斯/卡斯///雷/瓦//Lucas/Leiva///现/效力/于/利物/利物浦/利物浦队
False,521,31311,f,3385,媒体/人
False,277,1774,m,584,//篮球/先锋/先锋报///记者
False,86,81598,m,542,中国/中国队/前/国脚/麦/超//
False,462,23466,m,945,新民/新民晚报/晚报/足球/名/记
False,9,93894,m,1991,NBA/球星/埃文///特纳//Evan/Turner
False,1103,69339,m,3185,WBO//世界/拳击/组织///副/主席///WBO/中国/中国区/主席
False,182,1460,m,397,新华/新华社/驻/莫斯科/记者/刘/恺///伦敦/奥运/奥运会/特派/特派记者/记者
False,1,60691,m,372,孟菲斯/菲斯/灰熊队/熊队/小/前锋//NIKE/签约/球星
False,2,580388,m,71,NBA/球星///全明星/全明星赛/明星/赛/三分/三分王/詹姆斯///琼斯
False,14,93749,m,44,NBA/国王/国王队/球员/乔治///希尔
False,0,74406,m,939,英国/自行/自行车/行车/名将/马克///卡文/卡文迪什//Mark/Cavendish/
False,19,66309,m,263,湖/人/后卫/高/德洛/洛克
False,333,6666,m,202,/1
False,4,160992,m,76,NBA/球星/霍/福/德
False,510,170148,m,1058,/1
False,391,385666,m,557,中央/中央电视台/电视/电视台///体育/育人/人间///栏目/制片/制片人/张/虹
False,7,44547,m,2,中国/中国登山队/登山/登山队/队长
False,4,58795,m,97,曼城/足球/俱乐部/后卫///盖尔/尔克/克里/克里希///Gael/Clichy/
False,4,4865,m,749,//体坛/体坛周报/周报///足彩/专家
False,119,68527,m,90,中/超山/山东/山东鲁能/球员///苑维玮
False,179,1184721,f,773,中国/中国女篮/女篮/苗立杰
False,51,42144,m,378,NBA/多伦/多伦多/猛龙/猛龙队/大/前锋/阿米/阿米尔/米尔///约翰/约翰逊
False,32,5035,m,701,NBA/波特/波特兰/开拓/开拓者/开拓者队/中锋/哈希/哈希姆/希姆///塔/比特
False,51,179107,m,272,中国/游泳/游泳队/教练///叶/诗文/文教/教练
False,1994,63726,m,986,高尔夫/从业/从业者/业者///宋/亮/亮
False,44,496229,m,204,前/NBA/球星///三分/三分王///斯托/贾科维/科维奇/维奇
False,199,11062,f,878,//中华/武术///杂志/主编/李/平
False,15,5190,m,60,中/超/广州/富/力/队/外援/罗伊斯/伊斯/伊斯顿
False,1,42910,m,2,中/超大/大连/阿/尔/滨/足球/俱乐部/球员///晋/鹏/翔
False,110,4078,f,510,实德/女足/晋/小/梅
False,136,19862,m,163,/1
False,46,68453,m,129,前/NBA/球员//CBA/佛山/男篮/外援
False,129,9957,m,77,象棋/大师///象/甲/联赛/上海/上海队/棋手
False,6,405,m,5,NBA/底特律/活塞/活塞队/凯尔///辛格/格勒
False,152,57118,m,119,中/超上/上海/申/鑫/足球/俱乐部/俱乐部队/部队/队员///赵作峻
False,3,75388,m,35,意大利/大利/知名/足球/足球明星/明星/托蒂
False,226,20447,m,635,斯诺/斯诺克/诺克/职业/球手/曹/宇/鹏
False,14,1714241,m,53,中国/国体/体操/体操队/总教练/教练/黄玉/黄玉斌
False,5,2174,m,16,NBA/球员/帕特/帕特森
False,30,33181,m,28,NBA/洛杉矶/湖人队/控球/后卫/克里/克里斯/里斯///杜/洪
False,117,89677,f,101,中国/游泳/的/第一/第一个/一个/世界/世界冠军/冠军///第一/第一个/一个/在/奥运/奥运会/会上/打破/世界/世界纪录/纪录/的/中国/选手//
False,120,213396,f,1288,CCTV/体育/体育频道/频道/花样/花样游泳/游泳///冰壶/资深/记者
False,22,37975,f,139,WCBA/浙江/女篮/外援///坎/贝/奇
False,417,142756,m,562,CBA/江苏/江苏队/主教/主教练/教练///邱/大宗
False,1,151014,m,6,著名/韩国/国足/足球/教练/李章洙
False,0,91165,m,2,辽宁/宏/运/足球/俱乐部/外援///赞比亚/比亚/国脚/詹姆斯
False,120,69041,m,810,杰/森///理查/理查德/理查德森/查德/查德森//NBA/魔术/魔术队/现役/球员//2002/年/和/03/年/连续/两年/获得/NBA/扣篮/大赛/冠军//
False,0,85219,m,413,NBA/球员/布兰/兰顿///奈特//Brandon/Knight/
False,37,36766,m,5,美国/职业/篮球/篮球运动/球运/运动/运动员/动员/中锋/格雷/格雷格///奥登///自由/球员
